,Water_System_Number,Water_System_Name,County,City,Zip,Serverd_Populatiion,Service_Connections,Chemical_Detected_2013-2019,Chemical_Detected_Above_MCL_2013-2019,Chemical_Lead,Lead_Sample_Count_2018,Chemical_Arsenic,Arsenic_Sample_Count_2018,Chemical_Iron,Iron_Sample_Count_2018
159,500098,CALAVERAS COUNTY AIRPORT,CALAVERAS,SAN ANDREAS,95249,25,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
160,500099,CHANGING ECHOES,CALAVERAS,ANGELS CAMP,95222,25,1.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
161,510001,UNION PUBLIC UTILITY DISTRICT,CALAVERAS,MURPHYS,95247,4300,1660.0,17,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
162,510003,"ANGELS, CITY OF",CALAVERAS,ANGELS CAMP,95222,3836,1835.0,25,16.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
163,510004,CCWD - SHEEP RANCH,CALAVERAS,SAN ANDREAS,95249,134,55.0,24,18.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
164,510005,CCWD - WEST POINT,CALAVERAS,SAN ANDREAS,95249,988,574.0,37,26.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
165,510006,CCWD - JENNY LIND,CALAVERAS,SAN ANDREAS,95249,9592,3800.0,27,19.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
166,510009,BLUE LAKE SPRINGS MUT WTR,CALAVERAS,ARNOLD,95223,4000,6.0,52,30.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),5.0
167,510010,VALLEY SPRINGS PUD,CALAVERAS,VALLEY SPRINGS,95252,900,262.0,32,12.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
168,510012,CAMANCHE SOUTH SHORE-EBMUD,CALAVERAS,VALLEY SPRINGS,95252,180,448.0,9,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
169,510016,CCWD - EBBETTS PASS,CALAVERAS,SAN ANDREAS,95249,12484,6013.0,34,25.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
170,510017,CCWD - COPPER COVE,CALAVERAS,SAN ANDREAS,95249,4416,2595.0,22,16.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
171,510019,CCWD - WALLACE,CALAVERAS,SAN ANDREAS,95249,340,106.0,122,92.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),10.0
172,600005,COLUSA CO. SERVICE AREA #2-STONYFORD,COLUSA,PASKENTA,96074,250,63.0,30,10.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
173,600008,COLUSA CO. WWD #1 - GRIMES,COLUSA,GRIMES,95950,381,123.0,25,25.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
174,600012,COLUSA CO. SERVICE AREA #1-CENTURY RANCH,COLUSA,PASKENTA,96074,246,88.0,11,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
175,600013,COLUSA CO. WWD #2 - PRINCETON,COLUSA,PRINCETON,95970,356,120.0,60,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
176,600016,WILBUR HOT SPRINGS,COLUSA,WILLIAMS,95987,76,12.0,8,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
177,600042,ARBUCKLE GOLF CLUB,COLUSA,ARBUCKLE,95912,126,3.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
178,600050,CALTRANS-MAXWELL RESTSTOPS,COLUSA,WILLOWS,95988,15000,2.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
179,600061,OLAM SPICES AND VEGETABLE INGREDIENTS,COLUSA,WILLIAMS,95987,120,2.0,29,13.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
180,605002,MORNING STAR PKG. CO.-WMS.,COLUSA,WILLIAMS,95987,390,4.0,23,11.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
181,605006,RICHMOND HUNTING CLUB-MAXWELL,COLUSA,MAXWELL,95955,95,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
182,605011,DEL ORO WC - ARBUCKLE DISTRICT,COLUSA,CHICO,95927,185,56.0,14,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
183,610001,ARBUCKLE PUBLIC UTILITY DISTRICT,COLUSA,ARBUCKLE,95912,2778,1002.0,32,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
184,610002,CITY OF COLUSA,COLUSA,COLUSA,95932,6235,2197.0,103,31.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),4.0
185,610003,MAXWELL PUBLIC UTILITY DISTRICT,COLUSA,MAXWELL,95955,1317,396.0,26,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
186,610004,CITY OF WILLIAMS,COLUSA,WILLIAMS,95987,5255,1487.0,12,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
187,701706,LOS VAQUEROS MARINA BLDG,CONTRA COSTA,CONCORD,94524,50,2.0,14,10.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
188,701707,LOS VAQUEROS INTERPRETIVE CENTER,CONTRA COSTA,CONCORD,94524,100,1.0,16,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
189,706004,OAKLEY MUTUAL WATER COMPANY,CONTRA COSTA,OAKELY,94561,170,49.0,6,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
190,706005,FARRAR PARK PROPERTY OWNERS,CONTRA COSTA,BETHEL ISLAND,94511,140,56.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
191,706022,BYRON UNITED METHODIST,CONTRA COSTA,BYRON,94514,50,1.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
192,706027,ORIN ALLEN YOUTH REHAB FACILITY,CONTRA COSTA,BYRON,94514,300,3.0,7,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
193,706028,KNIGHTSEN ELEMENTARY SCHOOL,CONTRA COSTA,KNIGHTSEN,94548,350,3.0,19,16.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
194,706032,BETHEL MISSIONARY BAPTIST,CONTRA COSTA,OAKLEY,94561,50,1.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
195,706049,ALOHA CLUB,CONTRA COSTA,OAKLAND,94612,60,1.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
196,706102,BAY STANDARDS,CONTRA COSTA,BRENTWOOD,94513,35,2.0,6,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
197,706108,LONE TREE MEDICAL & DENTAL,CONTRA COSTA,BRENTWOOD,94513,45,2.0,33,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
198,707501,ANGLER S RANCH #3,CONTRA COSTA,BETHEL ISLAND,94511,60,30.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
199,707502,EBRPD BLACK DIAMOND MINES,CONTRA COSTA,OAKLAND,94605-0381,45,3.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
200,707507,WILLOW PARK MARINA,CONTRA COSTA,OAKLEY,94561,380,125.0,12,9.0,Lead (Pb),0.0,Arsenic,2.0,Iron (Fe),0.0
201,707511,CASTLEROCK WATER SYS,CONTRA COSTA,WALNUT CREEK,94598,22,8.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
202,707517,COLONIA SANTA MARIA,CONTRA COSTA,BRENTWOOD,94513,32,10.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
203,707519,DUTCH SLOUGH WATER WORKS,CONTRA COSTA,BRENTWOOD,94513,49,18.0,5,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
204,707521,BYRON CORNERS INC,CONTRA COSTA,BYRON,94514,90,2.0,11,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
205,707523,FLAMINGO MOBILE MANOR,CONTRA COSTA,BETHEL ISLAND,94511,200,62.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
206,707532,MCAVOY YACHT HARBOR,CONTRA COSTA,BYRON,94514,55,4.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
207,707543,BRENTWOOD MISSIONARY BAPTIST,CONTRA COSTA,BRENTWOOD,94513,25,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
208,707545,ORWOOD RESORT,CONTRA COSTA,BRENTWOOD,94513,350,70.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
209,707547,KNIGHTSEN COMMUNITY WATER SYSTEM,CONTRA COSTA,OAKLEY,94561,250,18.0,6,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
210,707553,RIVERVIEW MOBILE HOMES,CONTRA COSTA,STOCKTON,95201,216,72.0,12,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
211,707556,SANDMOUND MUTUAL,CONTRA COSTA,BETHEL ISLAND,94511,160,65.0,5,3.0,Lead (Pb),0.0,Arsenic,1.0,Iron (Fe),0.0
212,707558,HERTZ WATER SYSTEM,CONTRA COSTA,OAKLEY,94561,35,16.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
213,707562,VALLEY ORCHARD  MUTUAL WATER SYSTEM,CONTRA COSTA,WALNUT CREEK,94591,24,10.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
214,707568,MACS OLD HOUSE,CONTRA COSTA,MORAGA,94570,90,1.0,13,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
215,707569,ANGLERS SUBDIVISION 4,CONTRA COSTA,BETHEL ISLAND,94511,210,99.0,23,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
216,707570,BRIDGEHEAD CAFE,CONTRA COSTA,ANTIOCH,94509,80,2.0,11,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
217,707572,BETHEL ISLAND MUTUAL WATER CO,CONTRA COSTA,BETHEL ISLAND,94511,149,45.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
218,707573,DELTA MUTUAL WATER COMPANY,CONTRA COSTA,OAKLEY,94561,225,106.0,53,18.0,Lead (Pb),0.0,Arsenic,6.0,Iron (Fe),0.0
219,707574,SANTIAGO ISLAND VILLAGE,CONTRA COSTA,SANTA ANA,92711-1927,400,211.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
220,707575,FRANKS MARINA,CONTRA COSTA,BETHEL ISLAND,94511,185,66.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
221,707576,PLEASANTIMES MUTUAL WATER CO,CONTRA COSTA,BETHEL ISLAND,94511,380,190.0,17,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
222,707585,MORAGA HEIGHTS MUTUAL WATER,CONTRA COSTA,CANYON,94516,60,22.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
223,707588,BIG OAK MOBILE HOME PARK WATER,CONTRA COSTA,OAKLEY,94561,156,65.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
224,707589,BELLA VISTA WATER SYS,CONTRA COSTA,MORAGA,94556,93,33.0,6,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
225,707594,CASA MEDANOS WATER SYSTEM,CONTRA COSTA,PITTSBURG,94565,45,16.0,7,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
226,707595,BYRON INN,CONTRA COSTA,BYRON,94514,60,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
227,707597,SANDY POINT MOBILE HOME PARK,CONTRA COSTA,BRENTWOOD,94513,94,24.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
228,707598,CAMINO MOBILEHOME,CONTRA COSTA,OAKLEY,94561,210,75.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
229,707601,RUSSOS MOBILE PARK,CONTRA COSTA,BETHEL ISLAND,94511,110,20.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
230,707602,BEACON WEST,CONTRA COSTA,OAKLEY,94561,45,17.0,5,5.0,Lead (Pb),0.0,Arsenic,1.0,Iron (Fe),0.0
231,707608,MARINA MOBILE MANOR,CONTRA COSTA,FREMONT,94539,75,24.0,7,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
232,707613,WILLOW MOBILE HOME PARK,CONTRA COSTA,MARTINEZ,94553,350,173.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
233,707615,DOUBLETREE RANCH WATER SYSTEM,CONTRA COSTA,LIVERMORE,94551,49,18.0,36,36.0,Lead (Pb),0.0,Arsenic,7.0,Iron (Fe),0.0
234,707617,WILDWOOD ACRES RESORT,CONTRA COSTA,LAFAYETTE,94549,90,1.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
235,707620,CANYON SCHOOL,CONTRA COSTA,CANYON,94516,200,2.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
236,707623,WILCOX STATION RANCH,CONTRA COSTA,CANYON,94516,90,22.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
237,710001,CITY OF ANTIOCH,CONTRA COSTA,ANTIOCH,94531-5007,113061,31810.0,163,120.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),3.0
238,710002,GOLDEN STATE WATER COMPANY - BAY POINT,CONTRA COSTA,RANCHO CORDOVA,95670-6129,22295,5030.0,64,37.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
239,710004,BRENTWOOD,CONTRA COSTA,BRENTWOOD,94513-7344,61383,19540.0,202,100.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
240,710006,CITY OF MARTINEZ,CONTRA COSTA,MARTINEZ,94553-2337,35375,9944.0,90,53.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
241,710007,DIABLO WATER DISTRICT,CONTRA COSTA,OAKLEY,94561-0127,40144,11700.0,211,161.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
242,710008,CITY OF PITTSBURG,CONTRA COSTA,PITTSBURG,94565-2628,62500,18777.0,174,84.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
243,710009,TOWN OF DISCOVERY BAY,CONTRA COSTA,DISCOVERY BAY,94505-9376,15000,55.0,52,13.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
244,710010,RANDALL-BOLD WATER TREATMENT PLANT,CONTRA COSTA,CONCORD,94520-4907,1,3.0,146,111.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
245,710011,CCWD/BRENTWOOD WTP,CONTRA COSTA,CONCORD,94520-4907,1,1.0,121,95.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
246,710800,DWR DELTA FIELD DIVISION - BANKS PP,CONTRA COSTA,BYRON,94514-1917,180,1.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
247,800526,REDWOOD PARK C.S.D.,DEL NORTE,KLAMATH,95548,200,44.0,4,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
248,800532,BIG ROCK C.S.D.,DEL NORTE,CRESCENT CITY,95531,400,107.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
249,800548,KLAMATH C.S.D.,DEL NORTE,KLAMATH,95548,100,60.0,9,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
250,800552,NORTHCREST TRAILER CITY,DEL NORTE,RENO,89523,250,89.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
251,800555,GASQUET C.S.D.,DEL NORTE,GASQUET,95543,775,210.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
252,800556,HRC C.S.D.,DEL NORTE,CRESCENT CITY,95531,150,41.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
253,800603,BUTTE COURT MOBILE HOME PARK,DEL NORTE,KLAMATH,95548,67,23.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
254,800605,WEST PARK PROPERTIES,DEL NORTE,CRESCENT CITY,95531,112,42.0,10,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
255,800613,CRIVELLI'S WATER SYSTEM,DEL NORTE,KLAMATH,95548,100,1.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
256,800622,CHINOOK WATER SYSTEM,DEL NORTE,KLAMATH,95548,100,1.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
257,800627,GOLDEN BEAR RV PARK,DEL NORTE,SAN JOSE,95112,153,78.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
258,800632,KLAMATH RIVER RV PARK,DEL NORTE,KLAMATH,95548,50,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
259,800647,REDWOOD MAINT. & OPER.,DEL NORTE,KLAMATH,95548,421,1.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
260,800649,MARGARET KEATING MAIN. & OPER.,DEL NORTE,KLAMATH,95548,135,1.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
261,800652,SHANGRI-LA TRAILER COURT,DEL NORTE,CRESCENT CITY,95531,170,81.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
262,800661,CALTRANS-COLLIER TUNNEL RS,DEL NORTE,EUREKA,95501,50,1.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
263,800700,LAS PALMAS MOBILE HOME PARK,DEL NORTE,EUREKA,95501,120,84.0,8,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
264,800800,PINE GROVE TRAILER PARK,DEL NORTE,RENO,89523,100,51.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
265,800861,RESERVATION RANCH,DEL NORTE,SMITH RIVER,95567,50,21.0,8,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
266,810001,CITY OF CRESCENT CITY,DEL NORTE,CRESCENT CITY,95531,14000,3416.0,5,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
267,810002,SMITH RIVER C.S.D.,DEL NORTE,SMITH RIVER,95567,2568,582.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
268,810303,JEDEDIAH SMITH STATE PARK,DEL NORTE,CRESCENT CITY,95531,2202,1.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
269,810800,CALFIRE-ALDER CONSERVATION CAMP,DEL NORTE,KLAMATH,95548,135,1.0,4,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
270,900102,GOLD BEACH PARK,EL DORADO,EL DORADO,95623,100,40.0,39,32.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
271,900104,PIONEER BIBLE CHURCH,EL DORADO,SOMERSET,95684,250,1.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
272,900106,INDIAN DIGGINGS SCHOOL,EL DORADO,SOMERSET,95684,17,1.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
273,900107,GRAY'S MART & GAS (HEALTH),EL DORADO,SOMERSET,95684,100,3.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
274,900112,CANDLELIGHT VILLAGE MUTUAL WATER CO.,EL DORADO,SOMERSET,95684,32,2.0,4,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
275,900210,MILLERS HILL SCHOOL,EL DORADO,SHINGLE SPRINGS,95682,120,7.0,37,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
276,900219,ALL OUTDOORS ADVENTURE TRIPS,EL DORADO,LOTUS,95651,100,4.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
277,900300,KYBURZ MUTUAL WATER SYSTEM,EL DORADO,KYBURZ,95720,150,120.0,6,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
278,900304,SILVERFORK SCHOOL (HEALTH),EL DORADO,POLLOCK PINES,95726,25,1.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
279,900308,QUINTETTE SERVICE CORP WATER,EL DORADO,GEORGETOWN,95634,79,52.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
280,900401,CAMP FLEMING  --- CAMPGROUND,EL DORADO,SACRAMENTO,95819,240,1.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
281,900404,"OAKLANE MOBILE VILLAGE, LLC.",EL DORADO,SHINGLE SPRINGS,95682,75,35.0,5,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
282,900410,LATROBE ELEMENTARY SCHOOL,EL DORADO,SHINGLE SPRINGS,95682,65,2.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
283,900411,LOTUS PUB,EL DORADO,LOTUS,95651,500,7.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
284,900417,RIVERS BEND RESORT,EL DORADO,LOTUS,95651,64,10.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
285,900419,BACCHI RANCH WATER SYSTEM #1,EL DORADO,LOTUS,95651,100,6.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
286,900422,CRYSTAL CAVES MHP,EL DORADO,PLACERVILLE,95667,112,40.0,6,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
287,900505,CAMP SHELLY,EL DORADO,LIVERMORE,94550,200,15.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
288,900507,STANFORD SIERRA CAMP,EL DORADO,SOUTH LAKE TAHOE,96158,295,58.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
289,900529,STATION HOUSE INN,EL DORADO,SOUTH LAKE TAHOE,96150,310,4.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
290,900533,EAGLE FALLS,EL DORADO,SOUTH LAKE TAHOE,96150,500,1.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
291,900535,PINEWOOD INN,EL DORADO,SOUTH LAKE TAHOE,96150,70,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
292,900536,ECONO LODGE INN & SUITES,EL DORADO,SOUTH LAKE TAHOE,96150,100,7.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
293,900542,BAYVIEW CAMPGROUND,EL DORADO,SOUTH LAKE TAHOE,96158,100,2.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
294,900548,MARK TWAIN MOTEL,EL DORADO,DANVILLE,94526,25,21.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
295,900551,ALDER INN,EL DORADO,SOUTH LAKE TAHOE,96150,60,3.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
296,900553,BEVERLY LODGE,EL DORADO,SOUTH LAKE TAHOE,96151,25,2.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
297,900554,THE TRAILHEAD,EL DORADO,SOUTH LAKE TAHOE,96150,60,1.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
298,900557,EMERALD PINES RESORT CABINS,EL DORADO,SOUTH LAKE TAHOE,96150,10,8.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
